float input_vector[10][16] = {{0.89640325,0.42769057,0.10415193,0.6796095 ,0.42769057,0.15593156,
  0.77745384,0.08744132,0.10415193,0.77745384,0.60417527,0.25020066,
  0.6796095 ,0.08744132,0.25020066,0.82193   },
{0.24981439,0.6253239 ,0.8198184 ,0.20347783,0.6253239 ,0.17223442,
  0.77359366,0.7139004 ,0.8198184 ,0.77359366,0.09483531,0.15992543,
  0.20347783,0.7139004 ,0.15992543,0.32887566},
{0.18300442,0.0797779 ,0.79892915,0.83743364,0.0797779 ,0.23363353,
  0.9747044 ,0.73744667,0.79892915,0.9747044 ,0.43840635,0.05325352,
  0.83743364,0.73744667,0.05325352,0.72294486},
{0.03128909,0.680949  ,0.71644485,0.55424494,0.680949  ,0.802447  ,
  0.16663758,0.5922111 ,0.71644485,0.16663758,0.70317876,0.7181224 ,
  0.55424494,0.5922111 ,0.7181224 ,0.97002333},
{0.5872611 ,0.7241476 ,0.9714697 ,0.904084  ,0.7241476 ,0.10176945,
  0.5957045 ,0.64764583,0.9714697 ,0.5957045 ,0.667118  ,0.73615485,
  0.904084  ,0.64764583,0.73615485,0.05698601},
{0.02825612,0.78215927,0.83531374,0.06758057,0.78215927,0.5958184 ,
  0.270025  ,0.3990123 ,0.83531374,0.270025  ,0.4710583 ,0.7810059 ,
  0.06758057,0.3990123 ,0.7810059 ,0.559851  },
{0.49607307,0.08080916,0.84758675,0.1162247 ,0.08080916,0.8791462 ,
  0.6491879 ,0.6039536 ,0.84758675,0.6491879 ,0.450674  ,0.3221528 ,
  0.1162247 ,0.6039536 ,0.3221528 ,0.46775186},
{0.22209111,0.3271828 ,0.5719455 ,0.64751947,0.3271828 ,0.80124027,
  0.67489755,0.9937601 ,0.5719455 ,0.67489755,0.09235914,0.42119125,
  0.64751947,0.9937601 ,0.42119125,0.5328443 },
{0.443183  ,0.24033177,0.00134693,0.58627814,0.24033177,0.8734075 ,
  0.4495177 ,0.24878463,0.00134693,0.4495177 ,0.74208486,0.2099291 ,
  0.58627814,0.24878463,0.2099291 ,0.44998512},
{0.9342175 ,0.80610025,0.5742963 ,0.86584103,0.80610025,0.43525735,
  0.67532974,0.94710964,0.5742963 ,0.67532974,0.57360685,0.568089  ,
  0.86584103,0.94710964,0.568089  ,0.27217364},
}
