10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,100
3.9534,3.55556,2.77169,2.77169,2.51763,2.32032,2.32032,1.9457,1.85534,1.43422,1.32305,1.09328,1.09328,1.06766,1.03858,0.999233,0.986687,0.986687,0.986687,0.969737,0.953301,0.635832,0.629557,0.383513,0.37542,0.375419,0.356666,0.356666,0.226663,0.226663,0.200778,0.169879,0.142349,0.138818,0.149533,0.135654,0.0605721,0.0605723,0.0605735,0.0644845,0.0633368,0.0633368,0.0638665,0.0670114,0.0670117,0.0714978,0.0660852,0.0642234,0.0425621,0.0425622,0.0439857,0.0158015,0.0158016,0.0148721,0.0148722,0.0121093,0.00736134,0.00673307,0.00576337,0.0055104,0.00488077,0.00473689,0.00430952,0.00431,0.00394671,0.00273846,0.00265966,0.00145219,0.00123252,0.00111686,0.0010048,0.000710979,0.000606731,0.000496104,0.000402346,0.000334397,0.000334993,0.000283435,0.000283495,0.000266567,0.000282794,0.000254214,0.000186324,0.000147268,0.000144109,0.000145063,0.000145033,0.000135139,0.000103116,9.54866e-005
4.29286,3.84244,3.00387,2.42302,1.86966,1.57492,1.46003,1.39447,1.30755,1.17698,1.29205,1.01891,1.01891,1.01891,1.01891,1.12052,1.03445,0.71942,0.677422,0.677422,0.666949,0.666949,0.630178,0.630178,0.539508,0.539508,0.531367,0.284597,0.246537,0.240069,0.130991,0.0989031,0.088901,0.0822753,0.0745507,0.0745507,0.0745509,0.0632685,0.0626238,0.0626237,0.0719781,0.0693469,0.0680705,0.0680705,0.0680707,0.0680708,0.0537898,0.0439366,0.0424602,0.0405114,0.0387176,0.0109101,0.0105769,0.0026718,0.00253954,0.00250342,0.00202193,0.00180402,0.00180414,0.00160583,0.0015051,0.00106206,0.00095769,0.000870191,0.000870191,0.000844203,0.000411116,0.000520609,0.000510924,0.000510819,0.000498541,0.000412412,0.000286646,0.000281401,0.000265725,0.000107475,8.43182e-005,8.07121e-005,7.36639e-005,7.34255e-005,7.36639e-005,3.84077e-005,3.20226e-005,2.97576e-005,3.02941e-005,2.84463e-005,2.64794e-005,2.53469e-005,1.66446e-005,1.78367e-005
3.39917,2.89286,2.42492,2.33034,1.98302,1.3904,1.25656,1.25656,1.22812,0.928705,0.91607,0.877651,0.803578,0.803578,0.459495,0.459495,0.409291,0.373036,0.373036,0.27926,0.262833,0.262833,0.262833,0.302411,0.294888,0.302411,0.141821,0.138268,0.0683197,0.0509341,0.0454608,0.0396506,0.0351072,0.0336292,0.0336293,0.0323671,0.0323669,0.0322976,0.0313719,0.0279207,0.0265676,0.0248102,0.0235337,0.0197762,0.0187479,0.0187481,0.0179453,0.0171903,0.0169178,0.0168343,0.0146131,0.0146132,0.0141731,0.0138671,0.0138672,0.0137347,0.0135956,0.0125732,0.0119853,0.0119853,0.0119853,0.00363848,0.00116286,0.00105366,0.000825256,0.000322387,0.000114843,9.83924e-005,9.55909e-005,8.5637e-005,7.12723e-005,4.23044e-005,3.86685e-005,3.14862e-005,2.78801e-005,2.53767e-005,2.2307e-005,2.02209e-005,1.92672e-005,1.62274e-005,1.71214e-005,1.69426e-005,1.6287e-005,1.63764e-005,1.66446e-005,1.63466e-005,1.74791e-005,1.73599e-005,1.74791e-005,1.77771e-005
3.03849,2.31507,2.2616,1.94195,1.77385,1.6338,1.50377,1.29769,1.35392,1.21021,1.14796,1.05476,0.999785,0.567288,0.59525,0.539516,0.51961,0.51961,0.499537,0.501279,0.478677,0.478677,0.399137,0.399138,0.356052,0.334764,0.334765,0.328866,0.155301,0.171693,0.202529,0.202529,0.184829,0.155301,0.118689,0.109175,0.0939127,0.0927444,0.0890446,0.0890448,0.0839818,0.0815324,0.0815322,0.0324376,0.0307551,0.0296918,0.0272708,0.0239632,0.0220151,0.0259498,0.0195293,0.0166422,0.00928867,0.00920761,0.00863928,0.00798854,0.00746694,0.00713339,0.00663087,0.0026961,0.00212795,0.00196569,0.00122617,0.00122635,0.00118367,0.00053902,0.000404686,0.000320286,0.000367314,0.000368059,0.000363827,0.000352085,0.000188097,0.000164822,0.00010325,0.000100479,9.48459e-005,9.47565e-005,8.94517e-005,3.68804e-005,3.34382e-005,3.2939e-005,3.13893e-005,3.13893e-005,2.71276e-005,2.52947e-005,2.52947e-005,2.53543e-005,1.77547e-005,1.70916e-005
3.01328,3.01328,2.67538,2.18669,2.11389,1.86987,1.86987,1.39404,1.39404,1.39404,1.11248,1.11248,0.913984,0.972944,0.972944,0.649439,0.614626,0.5626,0.5626,0.55895,0.55358,0.553581,0.304206,0.295258,0.280391,0.280392,0.276818,0.276819,0.276819,0.261641,0.202682,0.180864,0.180864,0.135504,0.115357,0.106424,0.106425,0.106425,0.104858,0.0627681,0.05241,0.0548856,0.0369657,0.0333248,0.0333256,0.0302243,0.0331458,0.0331458,0.0289986,0.0197835,0.0167431,0.0167432,0.0141729,0.0138932,0.0105981,0.00816596,0.00648595,0.00376475,0.00255195,0.0023549,0.00191835,0.00191931,0.00153784,0.0014532,0.00115555,0.00152505,0.00152508,0.00152552,0.00149727,0.00141251,0.000887574,0.000887813,0.000794949,0.000367235,0.000305872,0.000295873,0.000197346,0.000158559,0.000123661,8.41668e-005,6.78351e-005,6.33349e-005,4.29034e-005,4.76419e-005,3.14295e-005,2.88069e-005,2.68995e-005,2.23845e-005,2.16096e-005,2.28613e-005
2.49055,1.999,1.83394,1.57069,1.10564,1.10564,1.04689,0.916252,0.877764,0.877764,0.699184,0.699184,0.715374,0.715374,0.687617,0.500447,0.439602,0.41433,0.41433,0.414329,0.363043,0.178993,0.178994,0.184206,0.178994,0.178994,0.178994,0.170168,0.15642,0.1655,0.183672,0.177243,0.118707,0.106627,0.100772,0.0969674,0.0862271,0.0408269,0.0359809,0.0269017,0.025537,0.0235086,0.017139,0.0162388,0.0130459,0.0111978,0.00928664,0.00928673,0.00928703,0.00928715,0.0090721,0.00907224,0.00907212,0.00521052,0.00475311,0.00430709,0.00396073,0.00263906,0.0023644,0.00091964,0.000963628,0.000881612,0.00093922,0.000484258,0.000330836,0.000270337,0.000270516,0.000270516,0.00011614,0.000111371,0.000112087,9.70662e-005,9.33111e-005,7.82907e-005,2.44379e-005,1.81794e-005,1.77622e-005,1.85966e-005,1.79708e-005,1.83284e-005,1.67787e-005,1.62423e-005,1.74344e-005,1.73151e-005,1.72555e-005,1.73748e-005,1.68979e-005,1.71065e-005,1.72257e-005,1.74642e-005
3.7695,2.95045,2.42159,1.95337,1.73309,1.66002,1.33438,1.26348,1.23886,1.03698,1.00328,0.843622,1.06271,1.01536,0.9613,0.853814,0.636559,0.771789,0.819739,0.81974,0.787168,0.787169,0.576402,0.351276,0.331545,0.307267,0.25034,0.242119,0.221669,0.183313,0.200677,0.199207,0.199207,0.184883,0.181539,0.181539,0.155981,0.0585533,0.0551542,0.0551548,0.0479741,0.0389435,0.0389436,0.0373847,0.0356396,0.0266435,0.0230079,0.0205936,0.0187065,0.0171458,0.0171461,0.0165021,0.0144716,0.0137602,0.0103395,0.00961577,0.00940118,0.00940142,0.00768427,0.00704745,0.00636477,0.00634582,0.00634623,0.00634659,0.00617217,0.00158167,0.00158149,0.000585318,0.000442371,0.000264935,0.000264935,0.000213981,0.00020659,0.00020349,0.000136465,0.000104755,6.62506e-005,5.8338e-005,5.07683e-005,3.94657e-005,3.87207e-005,3.59192e-005,3.07932e-005,2.74554e-005,2.56076e-005,2.39387e-005,2.33427e-005,2.15247e-005,2.27764e-005,2.22996e-005
4.45718,3.99557,2.90613,2.38952,1.81693,1.63154,1.40431,1.29919,1.30453,1.15812,1.00632,0.603588,0.603588,0.644486,0.537589,0.537589,0.537589,0.537589,0.53759,0.528689,0.523452,0.314891,0.3126,0.312601,0.268039,0.216931,0.187604,0.187604,0.183002,0.183002,0.179831,0.179831,0.176926,0.113915,0.109748,0.109748,0.100336,0.0961119,0.0961125,0.0961127,0.0961128,0.0961128,0.0811568,0.0683767,0.0661717,0.0661718,0.0497669,0.0424147,0.0432358,0.0138799,0.0151824,0.0070381,0.00619631,0.004894,0.00411958,0.00383997,0.00384104,0.00384116,0.00346112,0.00164863,0.00160203,0.0014175,0.00137136,0.00137208,0.00140006,0.00106151,0.000978775,0.000978835,0.000978865,0.000880696,0.000472143,0.000472024,0.000382625,0.000239603,0.000188552,0.000130586,0.000116758,9.913e-005,0.00011351,0.000108041,5.12972e-005,5.01052e-005,4.26099e-005,3.03909e-005,3.01078e-005,2.90349e-005,2.56225e-005,2.55629e-005,2.54139e-005,2.64868e-005
3.24445,3.05308,2.65243,2.31059,1.9096,1.49427,1.49427,1.22536,1.16562,1.16562,1.16562,1.16562,1.0832,1.00213,0.943755,0.621235,0.621235,0.574644,0.528097,0.501093,0.501093,0.41698,0.339493,0.323827,0.323827,0.297765,0.276259,0.10904,0.11774,0.110761,0.126624,0.126624,0.100796,0.100796,0.0589542,0.0572331,0.0572331,0.0546954,0.0533523,0.0521204,0.0239211,0.023171,0.0223915,0.0208486,0.0201147,0.0201147,0.0189946,0.0179638,0.00977266,0.00977385,0.00819573,0.00571817,0.00571835,0.00515008,0.00556785,0.00556815,0.00393534,0.0042989,0.00429425,0.00181505,0.0014517,0.00118038,0.000915706,0.000820339,0.000673771,0.000579447,0.000579566,0.000706911,0.00070703,0.0006468,0.000302166,0.000228703,0.000155747,8.87215e-005,6.72638e-005,5.3674e-005,4.61638e-005,4.01437e-005,3.77893e-005,3.78788e-005,3.79384e-005,3.8594e-005,2.47955e-005,2.39611e-005,2.3067e-005,2.39015e-005,2.19643e-005,2.11596e-005,2.12193e-005,2.24113e-005
3.85498,3.62133,3.01675,2.64948,2.64948,1.92124,1.70426,1.50183,1.47085,1.4907,1.24174,1.20032,1.16475,1.12543,1.12543,1.12543,0.85156,0.791908,0.529863,0.437905,0.411066,0.345997,0.31459,0.37404,0.27467,0.257733,0.257733,0.257734,0.257733,0.251061,0.247703,0.205439,0.198432,0.198432,0.163059,0.17339,0.113982,0.113981,0.113981,0.113981,0.120642,0.114404,0.115229,0.120163,0.0818853,0.0809508,0.0809508,0.0801549,0.0801552,0.0433462,0.0358139,0.00610459,0.00610495,0.00550768,0.00538406,0.00538415,0.0059799,0.00288904,0.00288924,0.00175107,0.00145122,0.00145198,0.00118874,0.00114442,0.000856951,0.000658497,0.000593171,0.000468969,0.000469044,0.000327528,0.000272214,0.000266388,0.000265896,0.000265867,0.000201203,0.000155278,0.000126071,0.000126071,0.000126176,0.000126116,0.000121586,0.00011491,8.71792e-005,8.25301e-005,2.85283e-005,2.84091e-005,2.53692e-005,2.30223e-005,2.19941e-005,2.09808e-005
3.53039,2.94208,2.57717,1.88024,1.88024,1.88024,1.62611,1.18431,1.12508,0.988166,0.86925,0.868947,0.842498,0.842499,0.842499,0.745748,0.724551,0.534813,0.451621,0.451621,0.438442,0.403554,0.369867,0.319516,0.244942,0.236565,0.236566,0.227792,0.227792,0.225454,0.136573,0.107059,0.0999925,0.0999926,0.0860624,0.0860625,0.0809676,0.0884742,0.0773555,0.07404,0.0689573,0.0689578,0.0675688,0.0665933,0.0631764,0.0611939,0.05884,0.0573741,0.0553118,0.0506607,0.0480528,0.048053,0.040706,0.0082897,0.00589908,0.00469423,0.00432432,0.00419736,0.00200394,0.00173445,0.00158417,0.0012615,0.00124926,0.000906056,0.000748119,0.000718198,0.000694445,0.000693881,0.00062918,0.000540395,0.000353789,0.000336206,0.000318861,0.000319576,0.000340216,0.000340365,0.000239238,0.000239357,0.000126705,0.00012669,7.86111e-005,6.87167e-005,6.87763e-005,5.50095e-005,5.54267e-005,4.87687e-005,3.34503e-005,2.76687e-005,2.52845e-005,2.32579e-005
3.156,3.15601,2.15935,2.02322,2.0232,1.39119,1.34195,1.27722,1.27723,1.22528,1.18268,1.18268,1.16001,1.16001,1.16001,0.93698,0.795018,0.693466,0.608009,0.576132,0.369103,0.394889,0.343396,0.161161,0.13733,0.13733,0.13733,0.13733,0.125204,0.118957,0.118957,0.113363,0.113363,0.113363,0.0810185,0.076639,0.0686557,0.066527,0.0516411,0.0456218,0.0442999,0.0332859,0.0332861,0.033286,0.0290129,0.0246303,0.0150148,0.0150149,0.0150149,0.0128892,0.00841307,0.00841319,0.00174772,0.00174844,0.00213929,0.00146117,0.000934012,0.000934072,0.00067047,0.000670664,0.000657551,0.000657529,0.000428259,0.000309095,0.000278562,0.000181466,0.000168234,8.59201e-005,7.8395e-005,6.71893e-005,5.93811e-005,5.62519e-005,5.31822e-005,3.98755e-005,3.67761e-005,3.69549e-005,2.70009e-005,2.32756e-005,2.11e-005,1.97291e-005,1.98483e-005,2.09138e-005,1.99005e-005,2.08542e-005,2.05562e-005,2.00272e-005,1.99974e-005,2.11895e-005,2.21729e-005,2.22921e-005
3.73347,3.00757,2.1946,2.1182,2.09876,1.87479,1.86931,1.61005,1.87972,1.4827,1.21302,1.19644,1.18347,0.932225,0.932225,0.932225,0.932226,0.932226,0.884101,0.884101,0.766068,0.766068,0.448467,0.448467,0.314467,0.266966,0.238716,0.202637,0.19015,0.178306,0.178306,0.163763,0.163764,0.155563,0.155564,0.147507,0.136214,0.136214,0.077753,0.0668085,0.0632056,0.0672396,0.0653268,0.0611732,0.0611731,0.0571393,0.0311839,0.0311845,0.0234394,0.0234394,0.0229876,0.0214738,0.0207318,0.01278,0.01278,0.0103386,0.00926615,0.00879527,0.0068203,0.00659893,0.00549314,0.00518628,0.0047979,0.00235029,0.00235044,0.00235041,0.00195252,0.0015868,0.00148941,0.000299089,0.000298969,0.000188343,0.000187688,0.000176929,0.000177048,0.000155471,0.000149138,0.000143416,0.000131398,9.43691e-005,9.44249e-005,8.93585e-005,5.74104e-005,5.25527e-005,5.05559e-005,5.069e-005,2.19941e-005,2.17557e-005,2.1413e-005,1.91182e-005
4.48199,3.82323,3.47325,3.22039,3.04686,2.68048,2.30811,2.21929,2.05849,1.67162,1.17729,0.803428,0.803429,0.791039,0.791039,0.542517,0.542518,0.621679,0.448004,0.448005,0.432242,0.432242,0.432242,0.432242,0.401261,0.38604,0.36932,0.354603,0.216324,0.0994458,0.0768052,0.0768052,0.0552904,0.0499251,0.0499249,0.0428534,0.0397385,0.0407469,0.0346349,0.0338346,0.0338349,0.032257,0.0225654,0.0131283,0.0131288,0.0131288,0.0133522,0.0133525,0.0107403,0.00618894,0.00612219,0.00461558,0.0041006,0.0041006,0.0041,0.0031435,0.00239379,0.00226167,0.00173473,0.000858068,0.000858545,0.000719711,0.000570998,0.000492081,0.000479609,0.000421852,0.000299007,0.000299059,0.000198074,0.000190176,0.000159957,0.000154831,5.842e-005,5.84945e-005,4.60669e-005,4.67822e-005,4.65438e-005,4.29079e-005,3.17618e-005,2.61739e-005,2.50712e-005,2.59653e-005,2.59653e-005,2.59951e-005,2.19643e-005,2.16663e-005,2.07126e-005,2.0273e-005,2.14651e-005,2.2538e-005
3.24395,2.40671,2.24976,2.24976,2.17277,1.93186,1.86997,1.38061,1.38061,1.03501,1.06233,0.932589,0.706252,0.706252,0.678926,0.424145,0.424146,0.404305,0.415571,0.415571,0.430578,0.357895,0.353122,0.353122,0.353121,0.353121,0.334857,0.328689,0.191526,0.18757,0.193925,0.126067,0.112814,0.10624,0.0323329,0.0240372,0.0214602,0.0214604,0.0189315,0.0182606,0.0165338,0.014236,0.0142361,0.0142321,0.0123835,0.0123835,0.0123847,0.0123849,0.0123853,0.01145,0.0106186,0.00748237,0.00748237,0.00400061,0.00356526,0.00265131,0.002436,0.00193228,0.00181575,0.00181581,0.00165291,0.00160204,0.00160192,0.00100164,0.00100194,0.0010706,0.00100071,0.000882246,0.000586964,0.000233807,0.000234373,0.000234731,0.000230499,0.000230618,8.68663e-005,7.56904e-005,2.96757e-005,2.96459e-005,2.75299e-005,2.87071e-005,2.41473e-005,2.31043e-005,2.41771e-005,2.42665e-005,2.36407e-005,2.27168e-005,2.27764e-005,2.2836e-005,2.40281e-005,2.52202e-005
2.56322,2.40658,2.13297,1.89844,2.06763,2.0359,1.44817,1.31105,1.01557,0.947861,0.718944,0.691814,0.772009,0.863047,0.863047,0.792099,0.766435,0.54437,0.305303,0.280708,0.273275,0.271079,0.27108,0.27108,0.269676,0.269676,0.255138,0.251312,0.237497,0.222628,0.0828328,0.0828331,0.0725969,0.0710537,0.057879,0.0492839,0.0492843,0.044721,0.033959,0.0257499,0.0229334,0.0229335,0.0179945,0.0160382,0.0146181,0.0107077,0.00946963,0.0087986,0.00784791,0.00683812,0.00576774,0.00523195,0.00506363,0.00300256,0.00227589,0.00200907,0.00200907,0.00130806,0.00146738,0.00146762,0.00144622,0.00146488,0.00138948,0.000527477,0.000430411,0.000335401,0.000273442,0.000232477,0.000233132,0.000233728,0.000160415,0.000160849,0.000141829,0.000120098,0.000118161,0.000105578,7.44946e-005,7.26469e-005,2.98508e-005,2.12397e-005,1.97496e-005,1.84383e-005,1.85873e-005,1.78423e-005,1.78423e-005,1.79019e-005,1.71214e-005,1.74195e-005,1.86116e-005,1.96844e-005
3.08323,2.61995,2.48566,2.17975,2.17975,2.17241,1.41086,1.31905,1.17263,1.12547,1.00247,0.904072,0.767149,0.692311,0.669105,0.626423,0.594278,0.531281,0.489592,0.489592,0.489593,0.375948,0.404497,0.336912,0.326207,0.307915,0.279127,0.245821,0.239127,0.230368,0.122258,0.111884,0.0940405,0.0782499,0.0741314,0.0727332,0.0727333,0.0727334,0.0703328,0.024681,0.022108,0.0188967,0.0168939,0.015516,0.0100144,0.00921057,0.0092117,0.00883586,0.00883599,0.00796642,0.00716187,0.00716192,0.00651229,0.00636995,0.00637019,0.00622598,0.00611884,0.00432346,0.00432343,0.0042311,0.00147266,0.00134797,0.00134812,0.00122152,0.00050921,0.000492521,0.000290282,0.000291325,0.00028304,0.000273503,0.000267513,0.000116415,0.000116296,8.20532e-005,4.79147e-005,4.38616e-005,3.37586e-005,3.25665e-005,2.53841e-005,2.38344e-005,2.37301e-005,2.37897e-005,2.33874e-005,1.93939e-005,1.93939e-005,1.93343e-005,1.94237e-005,1.97217e-005,1.99117e-005,2.08952e-005
3.38234,2.65225,2.30714,2.30714,2.00468,1.55371,1.55371,1.55371,1.40659,1.51009,1.51009,1.14898,0.856009,0.85601,0.752294,0.752294,0.53767,0.443068,0.427714,0.386864,0.300838,0.218376,0.207161,0.215491,0.171644,0.159213,0.110102,0.0908701,0.0908702,0.0845219,0.0845219,0.0845225,0.0834378,0.0681943,0.0399327,0.0399329,0.0388841,0.0388846,0.0388851,0.0371572,0.0371573,0.0371573,0.0364103,0.0360357,0.0198149,0.0194415,0.0194415,0.019441,0.019441,0.0187276,0.0162487,0.015028,0.0148692,0.0133503,0.0039432,0.0039432,0.00370127,0.00320797,0.00308882,0.00321497,0.00123993,0.00102969,0.000423446,0.000377551,0.000377432,0.000366658,0.000187218,0.000172019,0.000143051,0.00012739,0.000127643,0.000115842,9.14335e-005,9.1508e-005,8.0511e-005,4.99338e-005,4.5523e-005,3.82066e-005,3.91603e-005,4.03076e-005,2.24411e-005,2.15173e-005,1.99825e-005,2.03997e-005,1.95056e-005,1.95056e-005,1.93864e-005,1.95354e-005,1.91182e-005,2.01017e-005
