4,5,6,7,8,9,10,11,12,13,14,16
0.29119,0.29119,0.0276001,0.00636145,0.00430581,0.00215223,0.0004953,6.93649e-006,3.95626e-006,2.6226e-006,2.75671e-006,2.99513e-006
0.0328104,0.00709661,0.000999113,0.000644882,0.000344806,5.18197e-005,1.72667e-006,1.12318e-006,1.4212e-006,1.65775e-006,1.83657e-006,2.13459e-006
0.251419,0.0689171,0.0306818,0.0175813,0.00634189,0.000812583,0.000516642,4.57056e-005,3.38629e-006,2.13459e-006,2.20537e-006,1.96323e-006
0.0847832,0.0138763,0.0100473,0.00882953,0.00882945,0.000327147,4.16115e-006,1.46404e-006,1.26939e-006,1.77603e-006,1.80304e-006,2.39909e-006
0.00549895,0.00137758,0.00022155,4.8399e-005,2.35438e-006,2.32458e-006,1.40071e-006,1.51992e-006,1.87755e-006,2.17557e-006,2.35438e-006,2.35438e-006
0.0366578,0.036658,0.0366583,0.0310729,4.63128e-005,2.88785e-005,1.91629e-005,1.03414e-005,3.03984e-006,3.18885e-006,3.9041e-006,3.9041e-006
0.131349,0.0840639,0.00545216,0.00154042,0.000815541,0.000564486,0.000236541,6.4671e-006,1.69873e-006,1.87755e-006,2.47359e-006,3.01003e-006
0.143734,0.0687518,0.0399178,0.00286901,0.00177997,0.00073278,2.60472e-005,4.35114e-006,1.47521e-006,1.41561e-006,1.68383e-006,1.83284e-006
0.0186359,0.0103026,0.0103028,0.00533938,0.00533959,1.39177e-005,8.28505e-006,2.5332e-006,2.41399e-006,3.01003e-006,3.54648e-006,3.72529e-006
0.0513634,0.0513634,0.0513635,0.0501289,0.000213996,9.86308e-005,9.87351e-005,9.73046e-006,1.2517e-006,1.2368e-006,1.74344e-006,1.80304e-006
0.0574336,0.0574336,0.0436676,0.00473209,0.000309765,6.85453e-005,1.46702e-005,6.50436e-006,3.70294e-006,2.09361e-006,2.34693e-006,2.64496e-006
0.214325,0.197935,0.00954637,0.00954697,0.00954727,0.00519395,0.000110861,1.78441e-006,1.74344e-006,2.21655e-006,2.81259e-006,3.40864e-006
0.0041889,0.000604838,0.000290483,5.24521e-005,2.32458e-006,1.49012e-006,1.37091e-006,1.54972e-006,1.90735e-006,2.20537e-006,2.44379e-006,2.44379e-006
0.0638954,0.0518074,0.0518075,0.00148113,4.37349e-005,2.16514e-005,1.73002e-005,8.62777e-006,1.65403e-006,1.66893e-006,1.93715e-006,2.23517e-006
0.031301,0.00497192,0.00166529,0.000440774,0.000440774,1.23363e-005,5.41471e-006,1.19768e-006,1.55531e-006,1.79186e-006,2.03028e-006,2.38791e-006
0.0815826,0.0139053,0.0101204,0.00167174,0.000864279,0.000233393,6.6869e-006,7.01845e-006,2.90573e-006,3.41237e-006,3.46452e-006,3.58373e-006
0.0712523,0.0145733,0.00908384,0.00908429,0.00052143,0.000181379,1.91946e-005,1.33831e-005,1.87475e-006,2.41119e-006,2.47825e-006,2.95695e-006
0.326865,0.292243,0.25367,0.00519691,0.00126193,0.000478363,0.00016061,1.38292e-005,9.18005e-006,1.21631e-006,1.39512e-006,1.51247e-006
0.143006,0.117191,0.00755509,0.00287112,0.00175282,0.000285693,0.000111349,2.75597e-005,2.74926e-006,2.04891e-006,2.64496e-006,3.1516e-006
0.113157,0.095116,0.00279313,0.000914574,0.000914812,0.000231743,1.60933e-006,1.57952e-006,2.08616e-006,2.20537e-006,2.80142e-006,2.98023e-006
0.202312,0.162398,0.022222,0.000786468,0.000283822,0.000145108,9.5576e-005,8.31485e-006,1.60933e-006,1.78814e-006,2.05636e-006,2.35438e-006
0.0280025,0.0076831,0.0030207,0.00131035,0.000120878,2.03252e-005,1.57952e-006,1.72853e-006,1.40071e-006,1.69873e-006,1.87755e-006,2.23517e-006
0.00874873,0.00360778,0.000974122,0.000461075,7.12648e-006,1.9744e-006,1.30758e-006,1.45659e-006,1.68756e-006,1.98558e-006,2.03773e-006,2.39536e-006
0.107016,0.0838676,0.00517349,0.00384774,0.000300262,5.75557e-006,4.11458e-006,2.00979e-006,1.89058e-006,2.42703e-006,2.48849e-006,2.96719e-006
